method,wall_clock_h,gpu_h,cpu_h,peak_ram_gb,wall_clock_min
DUO,0.5476575976728333,0.062037467983395836,0.033817105398430185,1.5448780059814453,32.85945586037
Hybrid,0.6852499789849444,0.15441908035874585,0.04147515831285189,1.7710254669189454,41.11499873909666
Random,0.5418344836105555,0.060087454298285006,0.033300446218707924,1.515719223022461,32.51006901663333
VARIQuery,0.7005938429621666,0.14669086999378084,0.04632033392023718,1.9261184692382813,42.03563057773
